fuente,jornada,jugador,equipo,puntos,jugo,capturado
cronistas_md,1,Randy Nteka Nteka,Rayo,2.0,1,2026-09-25
cronistas_md,7,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,6,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,5,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,4,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,3,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,2,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,1,Óscar Valentín Valentín,Rayo,2.0,1,2026-09-25
cronistas_md,7,Isi Palazón Isi,Rayo,,0,2026-09-25
cronistas_md,6,Isi Palazón Isi,Rayo,,0,2026-09-25
cronistas_md,5,Isi Palazón Isi,Rayo,,0,2026-09-25
cronistas_md,4,Isi Palazón Isi,Rayo,,0,2026-09-25
cronistas_md,3,Isi Palazón Isi,Rayo,,0,2026-09-25
cronistas_md,2,Isi Palazón Isi,Rayo,0.0,1,2026-09-25
cronistas_md,1,Isi Palazón Isi,Rayo,6.0,1,2026-09-25
cronistas_md,7,Iván Balliu Balliu,Rayo,0.0,1,2026-09-25
cronistas_md,6,Iván Balliu Balliu,Rayo,0.0,1,2026-09-25
cronistas_md,5,Iván Balliu Balliu,Rayo,2.0,1,2026-09-25
cronistas_md,4,Iván Balliu Balliu,Rayo,2.0,1,2026-09-25
cronistas_md,3,Iván Balliu Balliu,Rayo,2.0,1,2026-09-25
cronistas_md,2,Iván Balliu Balliu,Rayo,,0,2026-09-25
cronistas_md,1,Iván Balliu Balliu,Rayo,2.0,1,2026-09-25
cronistas_md,7,Pathé Ciss Pathé Ciss,Rayo,2.0,1,2026-09-25
cronistas_md,6,Pathé Ciss Pathé Ciss,Rayo,6.0,1,2026-09-25
cronistas_md,5,Pathé Ciss Pathé Ciss,Rayo,2.0,1,2026-09-25
cronistas_md,4,Pathé Ciss Pathé Ciss,Rayo,2.0,1,2026-09-25
cronistas_md,3,Pathé Ciss Pathé Ciss,Rayo,2.0,1,2026-09-25
cronistas_md,2,Pathé Ciss Pathé Ciss,Rayo,6.0,1,2026-09-25
cronistas_md,1,Pathé Ciss Pathé Ciss,Rayo,2.0,1,2026-09-25
cronistas_md,7,Dani Cárdenas Cárdenas,Rayo,,0,2026-09-25
cronistas_md,6,Dani Cárdenas Cárdenas,Rayo,,0,2026-09-25
cronistas_md,5,Dani Cárdenas Cárdenas,Rayo,,0,2026-09-25
cronistas_md,4,Dani Cárdenas Cárdenas,Rayo,2.0,1,2026-09-25
cronistas_md,3,Dani Cárdenas Cárdenas,Rayo,2.0,1,2026-09-25
cronistas_md,2,Dani Cárdenas Cárdenas,Rayo,2.0,1,2026-09-25
cronistas_md,1,Dani Cárdenas Cárdenas,Rayo,,0,2026-09-25
cronistas_md,7,Fran Pérez Fran Pérez,Rayo,,0,2026-09-25
cronistas_md,6,Fran Pérez Fran Pérez,Rayo,2.0,1,2026-09-25
cronistas_md,5,Fran Pérez Fran Pérez,Rayo,,0,2026-09-25
cronistas_md,4,Fran Pérez Fran Pérez,Rayo,-8.0,1,2026-09-25
cronistas_md,3,Fran Pérez Fran Pérez,Rayo,6.0,1,2026-09-25
cronistas_md,2,Fran Pérez Fran Pérez,Rayo,2.0,1,2026-09-25
cronistas_md,1,Fran Pérez Fran Pérez,Rayo,2.0,1,2026-09-25
cronistas_md,7,Alemão Alemão,Rayo,2.0,1,2026-09-25
cronistas_md,6,Alemão Alemão,Rayo,0.0,1,2026-09-25
cronistas_md,5,Alemão Alemão,Rayo,2.0,1,2026-09-25
cronistas_md,4,Alemão Alemão,Rayo,2.0,1,2026-09-25
cronistas_md,3,Alemão Alemão,Rayo,2.0,1,2026-09-25
cronistas_md,2,Alemão Alemão,Rayo,,0,2026-09-25
cronistas_md,1,Alemão Alemão,Rayo,2.0,1,2026-09-25
cronistas_md,7,Augusto Batalla Batalla,Rayo,,0,2026-09-25
cronistas_md,6,Augusto Batalla Batalla,Rayo,,0,2026-09-25
cronistas_md,5,Augusto Batalla Batalla,Rayo,,0,2026-09-25
cronistas_md,4,Augusto Batalla Batalla,Rayo,,0,2026-09-25
cronistas_md,3,Augusto Batalla Batalla,Rayo,,0,2026-09-25
cronistas_md,2,Augusto Batalla Batalla,Rayo,6.0,1,2026-09-25
cronistas_md,1,Augusto Batalla Batalla,Rayo,2.0,1,2026-09-25
cronistas_md,7,Pelayo Fernández Pelayo,Rayo,,0,2026-09-25
cronistas_md,6,Pelayo Fernández Pelayo,Rayo,,0,2026-09-25
cronistas_md,5,Pelayo Fernández Pelayo,Rayo,,0,2026-09-25
cronistas_md,4,Pelayo Fernández Pelayo,Rayo,,0,2026-09-25
cronistas_md,3,Pelayo Fernández Pelayo,Rayo,,0,2026-09-25
cronistas_md,2,Pelayo Fernández Pelayo,Rayo,-2.0,1,2026-09-25
cronistas_md,1,Pelayo Fernández Pelayo,Rayo,2.0,1,2026-09-25
cronistas_md,7,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,6,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,5,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,4,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,3,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,2,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,1,Sergio José Lozano Lozano,Rayo,,0,2026-09-25
cronistas_md,7,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,6,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,5,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,4,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,3,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,2,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,1,Marco de la Sías De la Sías,Rayo,,0,2026-09-25
cronistas_md,7,Jozhua Vertrouwd Vertrouwd,Rayo,,0,2026-09-25
cronistas_md,6,Jozhua Vertrouwd Vertrouwd,Rayo,,0,2026-09-25
cronistas_md,5,Jozhua Vertrouwd Vertrouwd,Rayo,,0,2026-09-25
cronistas_md,4,Jozhua Vertrouwd Vertrouwd,Rayo,,0,2026-09-25
cronistas_md,3,Jozhua Vertrouwd Vertrouwd,Rayo,-2.0,1,2026-09-25
cronistas_md,2,Jozhua Vertrouwd Vertrouwd,Rayo,2.0,1,2026-09-25
cronistas_md,1,Jozhua Vertrouwd Vertrouwd,Rayo,,0,2026-09-25
cronistas_md,7,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,6,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,5,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,4,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,3,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,2,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,1,Iván Alonso Iván Alonso,Rayo,,0,2026-09-25
cronistas_md,7,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,6,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,5,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,4,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,3,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,2,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,1,Marco Román Román,Rayo,,0,2026-09-25
cronistas_md,7,Georgiy Tsitaishvili Tsitaishvili,Rayo,2.0,1,2026-09-25
cronistas_md,6,Georgiy Tsitaishvili Tsitaishvili,Rayo,6.0,1,2026-09-25
cronistas_md,5,Georgiy Tsitaishvili Tsitaishvili,Rayo,2.0,1,2026-09-25
cronistas_md,4,Georgiy Tsitaishvili Tsitaishvili,Rayo,2.0,1,2026-09-25
cronistas_md,3,Georgiy Tsitaishvili Tsitaishvili,Rayo,,0,2026-09-25
cronistas_md,2,Georgiy Tsitaishvili Tsitaishvili,Rayo,,0,2026-09-25
cronistas_md,1,Georgiy Tsitaishvili Tsitaishvili,Rayo,,0,2026-09-25
cronistas_md,7,Adrià Pedrosa Pedrosa,Rayo,6.0,1,2026-09-25
cronistas_md,6,Adrià Pedrosa Pedrosa,Rayo,11.0,1,2026-09-25
cronistas_md,5,Adrià Pedrosa Pedrosa,Rayo,2.0,1,2026-09-25
cronistas_md,4,Adrià Pedrosa Pedrosa,Rayo,2.0,1,2026-09-25
cronistas_md,3,Adrià Pedrosa Pedrosa,Rayo,2.0,1,2026-09-25
cronistas_md,2,Adrià Pedrosa Pedrosa,Rayo,,0,2026-09-25
cronistas_md,1,Adrià Pedrosa Pedrosa,Rayo,,0,2026-09-25
cronistas_md,7,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,6,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,5,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,4,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,3,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,2,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,1,Adrián Molina Molina,Rayo,,0,2026-09-25
cronistas_md,7,Gnangoro Bouare Bouare,Rayo,0.0,1,2026-09-25
cronistas_md,6,Gnangoro Bouare Bouare,Rayo,0.0,1,2026-09-25
cronistas_md,5,Gnangoro Bouare Bouare,Rayo,2.0,1,2026-09-25
cronistas_md,4,Gnangoro Bouare Bouare,Rayo,6.0,1,2026-09-25
cronistas_md,3,Gnangoro Bouare Bouare,Rayo,2.0,1,2026-09-25
cronistas_md,2,Gnangoro Bouare Bouare,Rayo,,0,2026-09-25
cronistas_md,1,Gnangoro Bouare Bouare,Rayo,,0,2026-09-25
cronistas_md,7,Emil Audero Audero,Rayo,2.0,1,2026-09-25
cronistas_md,6,Emil Audero Audero,Rayo,2.0,1,2026-09-25
cronistas_md,5,Emil Audero Audero,Rayo,6.0,1,2026-09-25
cronistas_md,4,Emil Audero Audero,Rayo,,0,2026-09-25
cronistas_md,7,Mujaid Sadick Mujaid,Rayo,2.0,1,2026-09-25
cronistas_md,6,Mujaid Sadick Mujaid,Rayo,2.0,1,2026-09-25
cronistas_md,5,Mujaid Sadick Mujaid,Rayo,2.0,1,2026-09-25
cronistas_md,4,Mujaid Sadick Mujaid,Rayo,,0,2026-09-25
cronistas_md,7,Rayane Belaid Rayane,Rayo,,0,2026-09-25
cronistas_md,6,Rayane Belaid Rayane,Rayo,,0,2026-09-25
cronistas_md,5,Rayane Belaid Rayane,Rayo,2.0,1,2026-09-25
cronistas_md,4,Rayane Belaid Rayane,Rayo,,0,2026-09-25
cronistas_md,3,Rayane Belaid Rayane,Rayo,,0,2026-09-25
cronistas_md,2,Rayane Belaid Rayane,Rayo,,0,2026-09-25
cronistas_md,1,Rayane Belaid Rayane,Rayo,,0,2026-09-25
cronistas_md,7,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,6,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,5,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,4,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,3,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,2,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,1,Marash Kumbulla Kumbulla,Rayo,,0,2026-09-25
cronistas_md,7,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,6,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,5,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,4,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,3,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,2,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,1,Samu Becerra Becerra,Rayo,,0,2026-09-25
cronistas_md,7,Thibaut Courtois Courtois,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Thibaut Courtois Courtois,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Thibaut Courtois Courtois,Real Madrid,6.0,1,2026-09-25
cronistas_md,4,Thibaut Courtois Courtois,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Thibaut Courtois Courtois,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Thibaut Courtois Courtois,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Thibaut Courtois Courtois,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Antonio Rüdiger Rüdiger,Real Madrid,11.0,1,2026-09-25
cronistas_md,6,Antonio Rüdiger Rüdiger,Real Madrid,,0,2026-09-25
cronistas_md,5,Antonio Rüdiger Rüdiger,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Antonio Rüdiger Rüdiger,Real Madrid,,0,2026-09-25
cronistas_md,3,Antonio Rüdiger Rüdiger,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Antonio Rüdiger Rüdiger,Real Madrid,,0,2026-09-25
cronistas_md,2,Antonio Rüdiger Rüdiger,Real Madrid,,0,2026-09-25
cronistas_md,7,Kylian Mbappé Mbappé,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Kylian Mbappé Mbappé,Real Madrid,9.0,1,2026-09-25
cronistas_md,5,Kylian Mbappé Mbappé,Real Madrid,12.0,1,2026-09-25
cronistas_md,4,Kylian Mbappé Mbappé,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Kylian Mbappé Mbappé,Real Madrid,9.0,1,2026-09-25
cronistas_md,1,Kylian Mbappé Mbappé,Real Madrid,23.0,1,2026-09-25
cronistas_md,2,Kylian Mbappé Mbappé,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Bernardo Silva Bernardo Silva,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Bernardo Silva Bernardo Silva,Real Madrid,,0,2026-09-25
cronistas_md,5,Bernardo Silva Bernardo Silva,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Bernardo Silva Bernardo Silva,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Bernardo Silva Bernardo Silva,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Bernardo Silva Bernardo Silva,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Bernardo Silva Bernardo Silva,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Federico Valverde Valverde,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Federico Valverde Valverde,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Federico Valverde Valverde,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Federico Valverde Valverde,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Federico Valverde Valverde,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Federico Valverde Valverde,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Federico Valverde Valverde,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,,0,2026-09-25
cronistas_md,6,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,,0,2026-09-25
cronistas_md,4,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,6.0,1,2026-09-25
cronistas_md,1,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,,0,2026-09-25
cronistas_md,2,Trent Alexander-Arnold Alexander-Arnold,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Ibrahima Konaté Konaté,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Ibrahima Konaté Konaté,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Ibrahima Konaté Konaté,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Ibrahima Konaté Konaté,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Ibrahima Konaté Konaté,Real Madrid,,0,2026-09-25
cronistas_md,1,Ibrahima Konaté Konaté,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Ibrahima Konaté Konaté,Real Madrid,6.0,1,2026-09-25
cronistas_md,7,Marc Cucurella Cucurella,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Marc Cucurella Cucurella,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Marc Cucurella Cucurella,Real Madrid,0.0,1,2026-09-25
cronistas_md,4,Marc Cucurella Cucurella,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Marc Cucurella Cucurella,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Marc Cucurella Cucurella,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Marc Cucurella Cucurella,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Brahim Díaz Brahim,Real Madrid,,0,2026-09-25
cronistas_md,6,Brahim Díaz Brahim,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Brahim Díaz Brahim,Real Madrid,,0,2026-09-25
cronistas_md,4,Brahim Díaz Brahim,Real Madrid,,0,2026-09-25
cronistas_md,3,Brahim Díaz Brahim,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Brahim Díaz Brahim,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Brahim Díaz Brahim,Real Madrid,,0,2026-09-25
cronistas_md,7,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,6,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,5,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,4,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,3,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,1,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,2,Andriy Lunin Lunin,Real Madrid,,0,2026-09-25
cronistas_md,7,Vinicius Junior Vinicius,Real Madrid,2.0,1,2026-09-25
cronistas_md,6,Vinicius Junior Vinicius,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Vinicius Junior Vinicius,Real Madrid,6.0,1,2026-09-25
cronistas_md,4,Vinicius Junior Vinicius,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Vinicius Junior Vinicius,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Vinicius Junior Vinicius,Real Madrid,9.0,1,2026-09-25
cronistas_md,2,Vinicius Junior Vinicius,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Denzel Dumfries Dumfries,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Denzel Dumfries Dumfries,Real Madrid,0.0,1,2026-09-25
cronistas_md,5,Denzel Dumfries Dumfries,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Denzel Dumfries Dumfries,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Denzel Dumfries Dumfries,Real Madrid,,0,2026-09-25
cronistas_md,1,Denzel Dumfries Dumfries,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Denzel Dumfries Dumfries,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Jude Bellingham Bellingham,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Jude Bellingham Bellingham,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Jude Bellingham Bellingham,Real Madrid,6.0,1,2026-09-25
cronistas_md,4,Jude Bellingham Bellingham,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Jude Bellingham Bellingham,Real Madrid,14.0,1,2026-09-25
cronistas_md,1,Jude Bellingham Bellingham,Real Madrid,10.0,1,2026-09-25
cronistas_md,2,Jude Bellingham Bellingham,Real Madrid,10.0,1,2026-09-25
cronistas_md,7,Eduardo Camavinga Camavinga,Real Madrid,2.0,1,2026-09-25
cronistas_md,6,Eduardo Camavinga Camavinga,Real Madrid,,0,2026-09-25
cronistas_md,5,Eduardo Camavinga Camavinga,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Eduardo Camavinga Camavinga,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Eduardo Camavinga Camavinga,Real Madrid,6.0,1,2026-09-25
cronistas_md,1,Eduardo Camavinga Camavinga,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Eduardo Camavinga Camavinga,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Álvaro F. Carreras A. F. Carreras,Real Madrid,,0,2026-09-25
cronistas_md,6,Álvaro F. Carreras A. F. Carreras,Real Madrid,,0,2026-09-25
cronistas_md,5,Álvaro F. Carreras A. F. Carreras,Real Madrid,11.0,1,2026-09-25
cronistas_md,4,Álvaro F. Carreras A. F. Carreras,Real Madrid,0.0,1,2026-09-25
cronistas_md,3,Álvaro F. Carreras A. F. Carreras,Real Madrid,,0,2026-09-25
cronistas_md,1,Álvaro F. Carreras A. F. Carreras,Real Madrid,-2.0,1,2026-09-25
cronistas_md,2,Álvaro F. Carreras A. F. Carreras,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,6,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,5,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,4,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,3,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,1,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,2,Sergio Mestre Mestre,Real Madrid,,0,2026-09-25
cronistas_md,7,Arda Güler Güler,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Arda Güler Güler,Real Madrid,6.0,1,2026-09-25
cronistas_md,5,Arda Güler Güler,Real Madrid,10.0,1,2026-09-25
cronistas_md,4,Arda Güler Güler,Real Madrid,10.0,1,2026-09-25
cronistas_md,3,Arda Güler Güler,Real Madrid,6.0,1,2026-09-25
cronistas_md,1,Arda Güler Güler,Real Madrid,10.0,1,2026-09-25
cronistas_md,2,Arda Güler Güler,Real Madrid,6.0,1,2026-09-25
cronistas_md,7,Dean Huijsen Huijsen,Real Madrid,-4.0,1,2026-09-25
cronistas_md,6,Dean Huijsen Huijsen,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Dean Huijsen Huijsen,Real Madrid,,0,2026-09-25
cronistas_md,4,Dean Huijsen Huijsen,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Dean Huijsen Huijsen,Real Madrid,6.0,1,2026-09-25
cronistas_md,1,Dean Huijsen Huijsen,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Dean Huijsen Huijsen,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Carlos Espí Carlos Espí,Real Madrid,,0,2026-09-25
cronistas_md,6,Carlos Espí Carlos Espí,Real Madrid,9.0,1,2026-09-25
cronistas_md,5,Carlos Espí Carlos Espí,Real Madrid,,0,2026-09-25
cronistas_md,4,Carlos Espí Carlos Espí,Real Madrid,6.0,1,2026-09-25
cronistas_md,3,Carlos Espí Carlos Espí,Real Madrid,,0,2026-09-25
cronistas_md,1,Carlos Espí Carlos Espí,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Carlos Espí Carlos Espí,Real Madrid,13.0,1,2026-09-25
cronistas_md,7,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,6,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,5,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,4,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,3,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,1,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,2,Alexis Ciria Ciria,Real Madrid,,0,2026-09-25
cronistas_md,7,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,6,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,5,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,4,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,3,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,1,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,2,Mario Rivas Rivas,Real Madrid,,0,2026-09-25
cronistas_md,7,Yan Diomande Y. Diomande,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Yan Diomande Y. Diomande,Real Madrid,6.0,1,2026-09-25
cronistas_md,5,Yan Diomande Y. Diomande,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Yan Diomande Y. Diomande,Real Madrid,2.0,1,2026-09-25
cronistas_md,3,Yan Diomande Y. Diomande,Real Madrid,2.0,1,2026-09-25
cronistas_md,1,Yan Diomande Y. Diomande,Real Madrid,2.0,1,2026-09-25
cronistas_md,2,Yan Diomande Y. Diomande,Real Madrid,2.0,1,2026-09-25
cronistas_md,7,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,6,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,5,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,4,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,3,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,1,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,2,Jorge Cestero Cestero,Real Madrid,,0,2026-09-25
cronistas_md,7,Manuel Ángel Manuel Ángel,Real Madrid,,0,2026-09-25
cronistas_md,6,Manuel Ángel Manuel Ángel,Real Madrid,,0,2026-09-25
cronistas_md,5,Manuel Ángel Manuel Ángel,Real Madrid,,0,2026-09-25
cronistas_md,7,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,6,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,5,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,4,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,3,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,1,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,2,Javi Navarro Javi Navarro,Real Madrid,,0,2026-09-25
cronistas_md,7,Aurélien Tchouaméni Tchouaméni,Real Madrid,6.0,1,2026-09-25
cronistas_md,6,Aurélien Tchouaméni Tchouaméni,Real Madrid,2.0,1,2026-09-25
cronistas_md,5,Aurélien Tchouaméni Tchouaméni,Real Madrid,2.0,1,2026-09-25
cronistas_md,4,Aurélien Tchouaméni Tchouaméni,Real Madrid,,0,2026-09-25
cronistas_md,3,Aurélien Tchouaméni Tchouaméni,Real Madrid,,0,2026-09-25
cronistas_md,1,Aurélien Tchouaméni Tchouaméni,Real Madrid,,0,2026-09-25
cronistas_md,2,Aurélien Tchouaméni Tchouaméni,Real Madrid,,0,2026-09-25
cronistas_md,7,Raúl Asencio Asencio,Real Madrid,,0,2026-09-25
cronistas_md,6,Raúl Asencio Asencio,Real Madrid,,0,2026-09-25
cronistas_md,5,Raúl Asencio Asencio,Real Madrid,,0,2026-09-25
cronistas_md,4,Raúl Asencio Asencio,Real Madrid,,0,2026-09-25
cronistas_md,3,Raúl Asencio Asencio,Real Madrid,,0,2026-09-25
cronistas_md,1,Raúl Asencio Asencio,Real Madrid,,0,2026-09-25
