jornada,lado,jugador,slug,evento,cantidad,puntos_lf,partido
4,local,Morcillo,,Goles en contra,3.0,-1.0,22455-elche-real-sociedad
4,local,Ponce,,Minutos jugados,55.0,1.0,22455-elche-real-sociedad
4,local,Ponce,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,local,Fer Niño,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,local,Fer Niño,,Goles,1.0,4.0,22455-elche-real-sociedad
4,local,Fer Niño,,Goles en contra,3.0,-1.0,22455-elche-real-sociedad
4,local,Revivo,,Minutos jugados,9.0,1.0,22455-elche-real-sociedad
4,local,Josan,,Minutos jugados,9.0,1.0,22455-elche-real-sociedad
4,local,Lemar,,Minutos jugados,35.0,1.0,22455-elche-real-sociedad
4,local,Lemar,,Goles,1.0,5.0,22455-elche-real-sociedad
4,local,Lemar,,Tarjetas amarillas,1.0,-1.0,22455-elche-real-sociedad
4,local,Cepeda,,Minutos jugados,20.0,1.0,22455-elche-real-sociedad
4,local,Osorio,,Minutos jugados,35.0,1.0,22455-elche-real-sociedad
4,local,Osorio,,Tarjetas amarillas,1.0,-1.0,22455-elche-real-sociedad
4,visitante,Marrero,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,Marrero,,Goles en contra,2.0,-2.0,22455-elche-real-sociedad
4,visitante,Zubeldia,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,Zubeldia,,Goles en contra,2.0,-2.0,22455-elche-real-sociedad
4,visitante,Sergio Gómez,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,Sergio Gómez,,Goles en contra,2.0,-2.0,22455-elche-real-sociedad
4,visitante,Aramburu,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,Aramburu,,Goles en contra,2.0,-2.0,22455-elche-real-sociedad
4,visitante,Aramburu,,Tarjetas amarillas,1.0,-1.0,22455-elche-real-sociedad
4,visitante,M. Sarr,,Minutos jugados,58.0,1.0,22455-elche-real-sociedad
4,visitante,Carlos Soler,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,Carlos Soler,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,visitante,Herrera,,Minutos jugados,70.0,2.0,22455-elche-real-sociedad
4,visitante,Herrera,,Goles,1.0,5.0,22455-elche-real-sociedad
4,visitante,L. Sucic,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,L. Sucic,,Goles,1.0,5.0,22455-elche-real-sociedad
4,visitante,L. Sucic,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,visitante,Ochieng,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,visitante,Ochieng,,Goles,1.0,4.0,22455-elche-real-sociedad
4,visitante,Ochieng,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,visitante,Guedes,,Minutos jugados,58.0,1.0,22455-elche-real-sociedad
4,visitante,Oyarzabal,,Minutos jugados,70.0,2.0,22455-elche-real-sociedad
4,visitante,Pacheco,,Minutos jugados,20.0,1.0,22455-elche-real-sociedad
4,visitante,Fort,,Minutos jugados,9.0,1.0,22455-elche-real-sociedad
4,visitante,Jon Martín 57',,Minutos jugados,6.0,1.0,22455-elche-real-sociedad
4,visitante,Jon Martín 57',,Tarjetas rojas,1.0,-3.0,22455-elche-real-sociedad
4,visitante,Gorrotxategi,,Minutos jugados,20.0,1.0,22455-elche-real-sociedad
4,local,Dmitrovic,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,local,Cabrera,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,local,U. Núñez,,Minutos jugados,86.0,2.0,22456-espanyol-sevilla
4,local,El Hilali,,Minutos jugados,75.0,2.0,22456-espanyol-sevilla
4,local,El Hilali,,Goles en contra,0.0,3.0,22456-espanyol-sevilla
4,local,Hinojo,,Minutos jugados,86.0,2.0,22456-espanyol-sevilla
4,local,Edu Expósito,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,local,Calatrava,,Minutos jugados,59.0,1.0,22456-espanyol-sevilla
4,local,Calatrava,,Tarjetas amarillas,1.0,-1.0,22456-espanyol-sevilla
4,local,Javier Hernández,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,local,Moscardo,,Minutos jugados,59.0,1.0,22456-espanyol-sevilla
4,local,Moscardo,,Tarjetas amarillas,1.0,-1.0,22456-espanyol-sevilla
4,local,Roberto,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,local,Dolan,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,local,Hartman,,Minutos jugados,4.0,1.0,22456-espanyol-sevilla
4,local,Riedel,,Minutos jugados,4.0,1.0,22456-espanyol-sevilla
4,local,Urko,,Minutos jugados,31.0,1.0,22456-espanyol-sevilla
4,local,Bryan,,Minutos jugados,15.0,1.0,22456-espanyol-sevilla
4,local,Marcos,,Minutos jugados,31.0,1.0,22456-espanyol-sevilla
4,local,Marcos,,Goles,1.0,4.0,22456-espanyol-sevilla
4,visitante,Vlachodimos,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,visitante,Iglesias,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,visitante,Kike Salas,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,visitante,Suazo,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,visitante,Sangante,,Minutos jugados,56.0,1.0,22456-espanyol-sevilla
4,visitante,Sangante,,Tarjetas rojas,1.0,-3.0,22456-espanyol-sevilla
4,visitante,Guridi,,Minutos jugados,71.0,2.0,22456-espanyol-sevilla
4,visitante,Guridi,,Goles en contra,0.0,2.0,22456-espanyol-sevilla
4,visitante,Agoume,,Minutos jugados,90.0,2.0,22456-espanyol-sevilla
4,visitante,Kochorashvili,,Minutos jugados,54.0,1.0,22456-espanyol-sevilla
4,visitante,Kochorashvili,,Tarjetas amarillas,1.0,-1.0,22456-espanyol-sevilla
4,visitante,Ejuke,,Minutos jugados,60.0,2.0,22456-espanyol-sevilla
4,visitante,Ejuke,,Goles en contra,0.0,1.0,22456-espanyol-sevilla
4,visitante,Sierra,,Minutos jugados,71.0,2.0,22456-espanyol-sevilla
4,visitante,Sierra,,Goles en contra,0.0,1.0,22456-espanyol-sevilla
4,visitante,Sierra,,Tarjetas amarillas,1.0,-1.0,22456-espanyol-sevilla
4,visitante,Ure,,Minutos jugados,54.0,1.0,22456-espanyol-sevilla
4,visitante,Ure,,Tarjetas amarillas,1.0,-1.0,22456-espanyol-sevilla
4,visitante,Carmona,,Minutos jugados,19.0,1.0,22456-espanyol-sevilla
4,visitante,Castrín,,Minutos jugados,30.0,1.0,22456-espanyol-sevilla
4,visitante,Fofana,,Minutos jugados,36.0,1.0,22456-espanyol-sevilla
4,visitante,Manu Bueno,,Minutos jugados,19.0,1.0,22456-espanyol-sevilla
4,local,Soria,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,local,Mojica,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,local,Mojica,,Tarjetas amarillas,1.0,-1.0,22457-getafe-celta
4,local,Femenia,,Minutos jugados,8.0,1.0,22457-getafe-celta
4,local,Djené,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,local,Gudelj,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,local,Romero,,Minutos jugados,67.0,2.0,22457-getafe-celta
4,local,Terrats,,Minutos jugados,89.0,2.0,22457-getafe-celta
4,local,Terrats,,Tarjetas amarillas,1.0,-1.0,22457-getafe-celta
4,local,Mangala,,Minutos jugados,89.0,2.0,22457-getafe-celta
4,local,Mario Martín,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,local,Enes Ünal,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,local,Satriano,,Minutos jugados,73.0,2.0,22457-getafe-celta
4,local,Satriano,,Goles,1.0,4.0,22457-getafe-celta
4,local,Andrés García,,Minutos jugados,82.0,2.0,22457-getafe-celta
4,local,Boselli,,Minutos jugados,1.0,1.0,22457-getafe-celta
4,local,Iván Azón,,Minutos jugados,17.0,1.0,22457-getafe-celta
4,visitante,Radu,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,visitante,M. Alonso,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,visitante,M. Alonso,,Tarjetas amarillas,1.0,-1.0,22457-getafe-celta
4,visitante,Galán,,Minutos jugados,64.0,2.0,22457-getafe-celta
4,visitante,Starfelt,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,visitante,Starfelt,,Goles,1.0,6.0,22457-getafe-celta
4,visitante,Starfelt,,Tarjetas amarillas,1.0,-1.0,22457-getafe-celta
4,visitante,Lago,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,visitante,Moriba,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,visitante,Hugo González,,Minutos jugados,83.0,2.0,22457-getafe-celta
4,visitante,Román,,Minutos jugados,90.0,2.0,22457-getafe-celta
4,visitante,El-Abdellaoui,,Minutos jugados,64.0,2.0,22457-getafe-celta
4,visitante,Aspas,,Minutos jugados,64.0,2.0,22457-getafe-celta
4,visitante,Durán,,Minutos jugados,69.0,2.0,22457-getafe-celta
4,visitante,Carreira,,Minutos jugados,26.0,1.0,22457-getafe-celta
4,visitante,Rueda,,Minutos jugados,26.0,1.0,22457-getafe-celta
4,visitante,Driouech,,Minutos jugados,26.0,1.0,22457-getafe-celta
4,visitante,Iglesias,,Minutos jugados,21.0,1.0,22457-getafe-celta
4,visitante,Jutglà,,Minutos jugados,7.0,1.0,22457-getafe-celta
4,local,Herrero,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,local,Herrero,,Goles en contra,0.0,4.0,22458-malaga-levante
4,local,Galilea,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,local,Galilea,,Goles en contra,0.0,3.0,22458-malaga-levante
4,local,Salinas,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,local,Salinas,,Goles en contra,0.0,3.0,22458-malaga-levante
4,local,Rafita,,Minutos jugados,67.0,2.0,22458-malaga-levante
4,local,Rafita,,Goles en contra,0.0,3.0,22458-malaga-levante
4,local,Rafita,,Tarjetas amarillas,1.0,-1.0,22458-malaga-levante
4,local,Recio,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,local,Recio,,Goles en contra,0.0,3.0,22458-malaga-levante
4,local,Pablo Martínez,,Minutos jugados,59.0,1.0,22458-malaga-levante
4,local,Pablo Martínez,,Tarjetas amarillas,1.0,-1.0,22458-malaga-levante
4,local,Larrubia,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,local,Larrubia,,Goles en contra,0.0,2.0,22458-malaga-levante
4,local,Juan Cruz,,Minutos jugados,59.0,1.0,22458-malaga-levante
4,local,Dotor,,Minutos jugados,86.0,2.0,22458-malaga-levante
4,local,Dotor,,Goles en contra,0.0,2.0,22458-malaga-levante
4,local,Lorenzo,,Minutos jugados,67.0,2.0,22458-malaga-levante
4,local,Lorenzo,,Goles en contra,0.0,2.0,22458-malaga-levante
4,local,Lorenzo,,Tarjetas amarillas,1.0,-1.0,22458-malaga-levante
4,local,Chupete,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,local,Chupete,,Goles en contra,0.0,1.0,22458-malaga-levante
4,local,Puga,,Minutos jugados,23.0,1.0,22458-malaga-levante
4,local,Puga,,Tarjetas amarillas,1.0,-1.0,22458-malaga-levante
4,local,Joaquín,,Minutos jugados,31.0,1.0,22458-malaga-levante
4,local,Enríquez,,Minutos jugados,23.0,1.0,22458-malaga-levante
4,local,Merino,,Minutos jugados,31.0,1.0,22458-malaga-levante
4,visitante,Ryan,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,visitante,Ryan,,Goles en contra,0.0,4.0,22458-malaga-levante
4,visitante,Mandi,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,visitante,Mandi,,Goles en contra,0.0,3.0,22458-malaga-levante
4,visitante,Mandi,,Tarjetas amarillas,1.0,-1.0,22458-malaga-levante
4,visitante,De la Fuente,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,visitante,De la Fuente,,Goles en contra,0.0,3.0,22458-malaga-levante
4,visitante,De la Fuente,,Tarjetas amarillas,1.0,-1.0,22458-malaga-levante
4,visitante,Manu Sánchez,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,visitante,Manu Sánchez,,Goles en contra,0.0,3.0,22458-malaga-levante
4,visitante,Nacho Pérez,,Minutos jugados,77.0,2.0,22458-malaga-levante
4,visitante,Nacho Pérez,,Goles en contra,0.0,3.0,22458-malaga-levante
4,visitante,Oriol Rey,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,visitante,Oriol Rey,,Goles en contra,0.0,2.0,22458-malaga-levante
4,visitante,Olasagasti,,Minutos jugados,86.0,2.0,22458-malaga-levante
4,visitante,Olasagasti,,Goles en contra,0.0,2.0,22458-malaga-levante
4,visitante,Thiago,,Minutos jugados,77.0,2.0,22458-malaga-levante
4,visitante,Thiago,,Goles en contra,0.0,2.0,22458-malaga-levante
4,visitante,Bardeli,,Minutos jugados,77.0,2.0,22458-malaga-levante
4,visitante,Bardeli,,Goles en contra,0.0,2.0,22458-malaga-levante
4,visitante,Iván Romero,,Minutos jugados,60.0,2.0,22458-malaga-levante
4,visitante,Iván Romero,,Goles en contra,0.0,1.0,22458-malaga-levante
4,visitante,Brugui,,Minutos jugados,90.0,2.0,22458-malaga-levante
4,visitante,Brugui,,Goles en contra,0.0,1.0,22458-malaga-levante
4,visitante,Toljan,,Minutos jugados,13.0,1.0,22458-malaga-levante
4,visitante,Sotelo,,Minutos jugados,13.0,1.0,22458-malaga-levante
4,visitante,Requena,,Minutos jugados,4.0,1.0,22458-malaga-levante
4,visitante,Cortés,,Minutos jugados,13.0,1.0,22458-malaga-levante
4,visitante,Musuayi,,Minutos jugados,30.0,1.0,22458-malaga-levante
4,local,Cárdenas,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,local,Cárdenas,,Goles en contra,2.0,-2.0,22459-rayo-racing
4,local,Lejeune,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,local,Lejeune,,Goles en contra,2.0,-2.0,22459-rayo-racing
4,local,Lejeune,,Tarjetas amarillas,1.0,-1.0,22459-rayo-racing
4,local,Pedrosa,,Minutos jugados,75.0,2.0,22459-rayo-racing
4,local,Pedrosa,,Goles en contra,2.0,-2.0,22459-rayo-racing
4,local,Ratiu,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,local,Ratiu,,Goles,1.0,6.0,22459-rayo-racing
4,local,Ratiu,,Goles en contra,2.0,-2.0,22459-rayo-racing
4,local,Álvaro García,,Minutos jugados,74.0,2.0,22459-rayo-racing
4,local,Álvaro García,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,Unai López,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,local,Unai López,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,Pedro Díaz,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,local,Pedro Díaz,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,De Frutos,,Minutos jugados,65.0,2.0,22459-rayo-racing
4,local,De Frutos,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,De Frutos,,Tarjetas rojas,1.0,-3.0,22459-rayo-racing
4,local,Valentín,,Minutos jugados,57.0,1.0,22459-rayo-racing
4,local,Valentín,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,Valentín,,Tarjetas amarillas,1.0,-1.0,22459-rayo-racing
4,local,Pathé Ciss,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,local,Pathé Ciss,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,Camello,,Minutos jugados,57.0,1.0,22459-rayo-racing
4,local,Camello,,Goles,2.0,8.0,22459-rayo-racing
4,local,Camello,,Goles en contra,2.0,-1.0,22459-rayo-racing
4,local,Camello,,Tarjetas amarillas,1.0,-1.0,22459-rayo-racing
4,local,Balliu,,Minutos jugados,15.0,1.0,22459-rayo-racing
4,local,Tsitaishvili,,Minutos jugados,16.0,1.0,22459-rayo-racing
4,local,Fran Pérez 64',,Minutos jugados,20.0,1.0,22459-rayo-racing
4,local,Fran Pérez 64',,Tarjetas rojas,1.0,-3.0,22459-rayo-racing
4,local,Alemão,,Minutos jugados,33.0,1.0,22459-rayo-racing
4,visitante,Agirrezabala,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,visitante,Agirrezabala,,Goles en contra,3.0,-2.0,22459-rayo-racing
4,visitante,Hernando,,Minutos jugados,55.0,1.0,22459-rayo-racing
4,visitante,Hernando,,Goles en contra,3.0,-2.0,22459-rayo-racing
4,visitante,Facu González,,Minutos jugados,55.0,1.0,22459-rayo-racing
4,visitante,Facu González,,Goles en contra,3.0,-2.0,22459-rayo-racing
4,visitante,Mantilla,,Minutos jugados,89.0,2.0,22459-rayo-racing
4,visitante,Mantilla,,Goles en contra,3.0,-2.0,22459-rayo-racing
4,visitante,Salinas,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,visitante,Salinas,,Goles en contra,3.0,-2.0,22459-rayo-racing
4,visitante,Canales,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,visitante,Canales,,Goles,1.0,5.0,22459-rayo-racing
4,visitante,Canales,,Goles en contra,3.0,-1.0,22459-rayo-racing
4,visitante,Iñigo Vicente,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,visitante,Iñigo Vicente,,Goles en contra,3.0,-1.0,22459-rayo-racing
4,visitante,Iñigo Vicente,,Tarjetas amarillas,1.0,-1.0,22459-rayo-racing
4,visitante,Iván Martín,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,visitante,Iván Martín,,Goles en contra,3.0,-1.0,22459-rayo-racing
4,visitante,Prati,,Minutos jugados,55.0,1.0,22459-rayo-racing
4,visitante,Prati,,Goles en contra,3.0,-1.0,22459-rayo-racing
4,visitante,Pablo García,,Minutos jugados,89.0,2.0,22459-rayo-racing
4,visitante,Pablo García,,Goles,1.0,4.0,22459-rayo-racing
4,visitante,Pablo García,,Goles en contra,3.0,-1.0,22459-rayo-racing
4,visitante,Zabiri,,Minutos jugados,90.0,2.0,22459-rayo-racing
4,visitante,Zabiri,,Goles en contra,3.0,-1.0,22459-rayo-racing
4,visitante,Zabiri,,Tarjetas amarillas,1.0,-1.0,22459-rayo-racing
4,visitante,Aarón,,Minutos jugados,1.0,1.0,22459-rayo-racing
4,visitante,Pablo Ramón,,Minutos jugados,35.0,1.0,22459-rayo-racing
4,visitante,Belocian,,Minutos jugados,35.0,1.0,22459-rayo-racing
4,visitante,Almeida,,Minutos jugados,35.0,1.0,22459-rayo-racing
4,visitante,Arana,,Minutos jugados,1.0,1.0,22459-rayo-racing
4,local,Valles,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,local,Valles,,Goles en contra,0.0,4.0,22460-betis-real-madrid
4,local,D. Llorente,,Minutos jugados,39.0,1.0,22460-betis-real-madrid
4,local,Bellerín,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,local,Bellerín,,Goles en contra,0.0,3.0,22460-betis-real-madrid
4,local,Fran García,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,local,Fran García,,Goles en contra,0.0,3.0,22460-betis-real-madrid
4,local,Natan,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,local,Natan,,Goles en contra,0.0,3.0,22460-betis-real-madrid
4,local,Natan,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,local,Isco,,Minutos jugados,60.0,2.0,22460-betis-real-madrid
4,local,Isco,,Goles en contra,0.0,2.0,22460-betis-real-madrid
4,local,Fornals,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,local,Fornals,,Goles en contra,0.0,2.0,22460-betis-real-madrid
4,local,Marc Roca,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,local,Marc Roca,,Goles en contra,0.0,2.0,22460-betis-real-madrid
4,local,Marc Roca,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,local,Bernal,,Minutos jugados,68.0,2.0,22460-betis-real-madrid
4,local,Bernal,,Goles en contra,0.0,2.0,22460-betis-real-madrid
4,local,Bernal,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,local,Cucho,,Minutos jugados,68.0,2.0,22460-betis-real-madrid
4,local,Cucho,,Goles en contra,0.0,1.0,22460-betis-real-madrid
4,local,Antony,,Minutos jugados,77.0,2.0,22460-betis-real-madrid
4,local,Antony,,Goles en contra,0.0,1.0,22460-betis-real-madrid
4,local,Bartra,,Minutos jugados,51.0,1.0,22460-betis-real-madrid
4,local,Fidalgo,,Minutos jugados,30.0,1.0,22460-betis-real-madrid
4,local,Riquelme,,Minutos jugados,13.0,1.0,22460-betis-real-madrid
4,local,Deossa,,Minutos jugados,22.0,1.0,22460-betis-real-madrid
4,local,Parrott,,Minutos jugados,22.0,1.0,22460-betis-real-madrid
4,local,Parrott,,Goles,1.0,4.0,22460-betis-real-madrid
4,visitante,Courtois,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,visitante,Konaté,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,visitante,Konaté,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,visitante,Cucurella,,Minutos jugados,88.0,2.0,22460-betis-real-madrid
4,visitante,Dumfries,,Minutos jugados,64.0,2.0,22460-betis-real-madrid
4,visitante,Dumfries,,Goles en contra,0.0,3.0,22460-betis-real-madrid
4,visitante,Huijsen,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,visitante,Valverde,,Minutos jugados,82.0,2.0,22460-betis-real-madrid
4,visitante,Bellingham,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,visitante,Camavinga,,Minutos jugados,64.0,2.0,22460-betis-real-madrid
4,visitante,Camavinga,,Goles en contra,0.0,2.0,22460-betis-real-madrid
4,visitante,Camavinga,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,visitante,Güler,,Minutos jugados,64.0,2.0,22460-betis-real-madrid
4,visitante,Güler,,Goles en contra,0.0,2.0,22460-betis-real-madrid
4,visitante,Güler,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,visitante,Mbappé,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,visitante,Vinicius,,Minutos jugados,90.0,2.0,22460-betis-real-madrid
4,visitante,Vinicius,,Tarjetas amarillas,1.0,-1.0,22460-betis-real-madrid
4,visitante,Alexander-Arnold,,Minutos jugados,26.0,1.0,22460-betis-real-madrid
4,visitante,A. F. Carreras,,Minutos jugados,2.0,1.0,22460-betis-real-madrid
4,visitante,Bernardo Silva,,Minutos jugados,26.0,1.0,22460-betis-real-madrid
4,visitante,Carlos Espí,,Minutos jugados,8.0,1.0,22460-betis-real-madrid
4,visitante,Y. Diomande,,Minutos jugados,26.0,1.0,22460-betis-real-madrid
4,local,Dimitrievski,,Minutos jugados,90.0,2.0,22461-valencia-barcelona
4,local,Dimitrievski,,Goles en contra,5.0,-4.0,22461-valencia-barcelona
4,local,Maffeo,,Minutos jugados,54.0,1.0,22461-valencia-barcelona
4,local,Maffeo,,Goles en contra,3.0,-2.0,22461-valencia-barcelona
4,local,Diakhaby,,Minutos jugados,62.0,2.0,22461-valencia-barcelona
4,local,Diakhaby,,Goles en contra,3.0,-2.0,22461-valencia-barcelona
4,local,Jesús Vázquez,,Minutos jugados,54.0,1.0,22461-valencia-barcelona
4,local,Jesús Vázquez,,Goles en contra,3.0,-2.0,22461-valencia-barcelona
4,local,Arnau,,Minutos jugados,90.0,2.0,22461-valencia-barcelona
4,local,Arnau,,Goles en contra,5.0,-4.0,22461-valencia-barcelona
4,local,Arnau,,Tarjetas amarillas,1.0,-1.0,22461-valencia-barcelona
4,local,Pepelu,,Minutos jugados,54.0,1.0,22461-valencia-barcelona
4,local,Pepelu,,Goles en contra,3.0,-1.0,22461-valencia-barcelona
4,local,Javi Guerra,,Minutos jugados,62.0,2.0,22461-valencia-barcelona
4,local,Javi Guerra,,Goles en contra,3.0,-1.0,22461-valencia-barcelona
4,local,Ugrinic,,Minutos jugados,90.0,2.0,22461-valencia-barcelona
