jornada,lado,jugador,slug,evento,cantidad,puntos_lf,partido
2,visitante,Joan Garcia,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,visitante,Joan Garcia,,Goles en contra,0.0,4.0,22435-elche-barcelona
2,visitante,A. Christensen,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,visitante,A. Christensen,,Goles en contra,0.0,3.0,22435-elche-barcelona
2,visitante,Eric Garcia,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,visitante,Eric Garcia,,Goles en contra,0.0,3.0,22435-elche-barcelona
2,visitante,Martín,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,visitante,Martín,,Goles en contra,0.0,3.0,22435-elche-barcelona
2,visitante,Espart,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,visitante,Espart,,Goles en contra,0.0,3.0,22435-elche-barcelona
2,visitante,Gavi,,Minutos jugados,44.0,1.0,22435-elche-barcelona
2,visitante,Fermín,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,visitante,Fermín,,Goles,2.0,10.0,22435-elche-barcelona
2,visitante,Fermín,,Goles en contra,0.0,2.0,22435-elche-barcelona
2,visitante,Bernal,,Minutos jugados,80.0,2.0,22435-elche-barcelona
2,visitante,Bernal,,Goles en contra,0.0,2.0,22435-elche-barcelona
2,visitante,Raphinha,,Minutos jugados,80.0,2.0,22435-elche-barcelona
2,visitante,Raphinha,,Goles,2.0,8.0,22435-elche-barcelona
2,visitante,Raphinha,,Goles en contra,0.0,1.0,22435-elche-barcelona
2,visitante,Adeyemi,,Minutos jugados,65.0,2.0,22435-elche-barcelona
2,visitante,Adeyemi,,Goles,1.0,4.0,22435-elche-barcelona
2,visitante,Adeyemi,,Goles en contra,0.0,1.0,22435-elche-barcelona
2,visitante,Yamal,,Minutos jugados,65.0,2.0,22435-elche-barcelona
2,visitante,Yamal,,Goles en contra,0.0,1.0,22435-elche-barcelona
2,visitante,Cancelo,,Minutos jugados,10.0,1.0,22435-elche-barcelona
2,visitante,Koundé,,Minutos jugados,10.0,1.0,22435-elche-barcelona
2,visitante,Olmo,,Minutos jugados,25.0,1.0,22435-elche-barcelona
2,visitante,Pedri,,Minutos jugados,46.0,1.0,22435-elche-barcelona
2,local,Dmitrovic,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,local,Dmitrovic,,Goles en contra,2.0,-2.0,22436-espanyol-real-madrid
2,local,U. Núñez,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,local,U. Núñez,,Goles en contra,2.0,-2.0,22436-espanyol-real-madrid
2,local,El Hilali,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,local,El Hilali,,Goles en contra,2.0,-2.0,22436-espanyol-real-madrid
2,local,Hinojo,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,local,Hinojo,,Goles en contra,2.0,-2.0,22436-espanyol-real-madrid
2,local,Riedel,,Minutos jugados,66.0,2.0,22436-espanyol-real-madrid
2,local,Riedel,,Tarjetas amarillas,1.0,-1.0,22436-espanyol-real-madrid
2,local,Edu Expósito,,Minutos jugados,88.0,2.0,22436-espanyol-real-madrid
2,local,Edu Expósito,,Tarjetas amarillas,1.0,-1.0,22436-espanyol-real-madrid
2,local,Urko,,Minutos jugados,75.0,2.0,22436-espanyol-real-madrid
2,local,Calatrava,,Minutos jugados,66.0,2.0,22436-espanyol-real-madrid
2,local,Calatrava,,Goles,1.0,4.0,22436-espanyol-real-madrid
2,local,Calatrava,,Tarjetas amarillas,1.0,-1.0,22436-espanyol-real-madrid
2,local,Javier Hernández,,Minutos jugados,75.0,2.0,22436-espanyol-real-madrid
2,local,Roberto,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,local,Roberto,,Goles en contra,2.0,-1.0,22436-espanyol-real-madrid
2,local,Dolan,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,local,Dolan,,Goles en contra,2.0,-1.0,22436-espanyol-real-madrid
2,local,Drkusic,,Minutos jugados,24.0,1.0,22436-espanyol-real-madrid
2,local,Pere Milla,,Minutos jugados,15.0,1.0,22436-espanyol-real-madrid
2,local,Pere Milla,,Tarjetas amarillas,1.0,-1.0,22436-espanyol-real-madrid
2,local,Lozano,,Minutos jugados,15.0,1.0,22436-espanyol-real-madrid
2,local,Lozano,,Tarjetas amarillas,1.0,-1.0,22436-espanyol-real-madrid
2,local,Jofre,,Minutos jugados,2.0,1.0,22436-espanyol-real-madrid
2,local,Bauzà,,Minutos jugados,24.0,1.0,22436-espanyol-real-madrid
2,visitante,Courtois,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,visitante,Konaté,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,visitante,Dumfries,,Minutos jugados,80.0,2.0,22436-espanyol-real-madrid
2,visitante,A. F. Carreras,,Minutos jugados,64.0,2.0,22436-espanyol-real-madrid
2,visitante,Huijsen,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,visitante,Bernardo Silva,,Minutos jugados,80.0,2.0,22436-espanyol-real-madrid
2,visitante,Valverde,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,visitante,Bellingham,,Minutos jugados,80.0,2.0,22436-espanyol-real-madrid
2,visitante,Bellingham,,Goles,1.0,5.0,22436-espanyol-real-madrid
2,visitante,Güler,,Minutos jugados,64.0,2.0,22436-espanyol-real-madrid
2,visitante,Mbappé,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,visitante,Vinicius,,Minutos jugados,90.0,2.0,22436-espanyol-real-madrid
2,visitante,Vinicius,,Tarjetas amarillas,1.0,-1.0,22436-espanyol-real-madrid
2,visitante,Alexander-Arnold,,Minutos jugados,10.0,1.0,22436-espanyol-real-madrid
2,visitante,Cucurella,,Minutos jugados,26.0,1.0,22436-espanyol-real-madrid
2,visitante,Camavinga,,Minutos jugados,10.0,1.0,22436-espanyol-real-madrid
2,visitante,Carlos Espí,,Minutos jugados,10.0,1.0,22436-espanyol-real-madrid
2,visitante,Carlos Espí,,Goles,1.0,4.0,22436-espanyol-real-madrid
2,visitante,Y. Diomande,,Minutos jugados,26.0,1.0,22436-espanyol-real-madrid
2,local,Soria,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Soria,,Goles en contra,0.0,4.0,22437-getafe-racing
2,local,Mojica,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Mojica,,Goles en contra,0.0,3.0,22437-getafe-racing
2,local,Djené,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Djené,,Goles en contra,0.0,3.0,22437-getafe-racing
2,local,Sazonov,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Sazonov,,Goles en contra,0.0,3.0,22437-getafe-racing
2,local,Sazonov,,Tarjetas amarillas,1.0,-1.0,22437-getafe-racing
2,local,Andrés García,,Minutos jugados,85.0,2.0,22437-getafe-racing
2,local,Andrés García,,Goles en contra,0.0,2.0,22437-getafe-racing
2,local,Romero,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Romero,,Goles en contra,0.0,3.0,22437-getafe-racing
2,local,Francho,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Francho,,Goles en contra,0.0,2.0,22437-getafe-racing
2,local,Terrats,,Minutos jugados,89.0,2.0,22437-getafe-racing
2,local,Terrats,,Goles en contra,0.0,2.0,22437-getafe-racing
2,local,Mangala,,Minutos jugados,89.0,2.0,22437-getafe-racing
2,local,Mangala,,Goles en contra,0.0,2.0,22437-getafe-racing
2,local,Enes Ünal,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,local,Enes Ünal,,Goles,1.0,4.0,22437-getafe-racing
2,local,Enes Ünal,,Goles en contra,0.0,1.0,22437-getafe-racing
2,local,Satriano,,Minutos jugados,89.0,2.0,22437-getafe-racing
2,local,Satriano,,Goles en contra,0.0,1.0,22437-getafe-racing
2,local,Abqar,,Minutos jugados,1.0,1.0,22437-getafe-racing
2,local,Boselli,,Minutos jugados,5.0,1.0,22437-getafe-racing
2,local,Risco,,Minutos jugados,1.0,1.0,22437-getafe-racing
2,local,Mayoral,,Minutos jugados,1.0,1.0,22437-getafe-racing
2,visitante,Agirrezabala,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,visitante,Hernando,,Minutos jugados,88.0,2.0,22437-getafe-racing
2,visitante,Hernando,,Tarjetas amarillas,1.0,-1.0,22437-getafe-racing
2,visitante,Pablo Ramón,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,visitante,Mantilla,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,visitante,Mantilla,,Tarjetas amarillas,1.0,-1.0,22437-getafe-racing
2,visitante,Salinas,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,visitante,Salinas,,Tarjetas amarillas,1.0,-1.0,22437-getafe-racing
2,visitante,Canales,,Minutos jugados,64.0,2.0,22437-getafe-racing
2,visitante,Canales,,Goles en contra,0.0,2.0,22437-getafe-racing
2,visitante,Iñigo Vicente,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,visitante,Puerta,,Minutos jugados,88.0,2.0,22437-getafe-racing
2,visitante,Sergio Martínez,,Minutos jugados,45.0,1.0,22437-getafe-racing
2,visitante,Villalibre,,Minutos jugados,64.0,2.0,22437-getafe-racing
2,visitante,Villalibre,,Goles en contra,0.0,1.0,22437-getafe-racing
2,visitante,Andrés Martín,,Minutos jugados,90.0,2.0,22437-getafe-racing
2,visitante,Facu González,,Minutos jugados,2.0,1.0,22437-getafe-racing
2,visitante,Iván Martín,,Minutos jugados,45.0,1.0,22437-getafe-racing
2,visitante,Maguette,,Minutos jugados,26.0,1.0,22437-getafe-racing
2,visitante,Arana,,Minutos jugados,2.0,1.0,22437-getafe-racing
2,visitante,Zabiri,,Minutos jugados,26.0,1.0,22437-getafe-racing
2,local,Herrero,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,local,Galilea,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,local,Puga,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,local,Rafita,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,local,Recio,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,local,Joaquín,,Minutos jugados,73.0,2.0,22438-malaga-deportivo
2,local,Juan Cruz,,Minutos jugados,56.0,1.0,22438-malaga-deportivo
2,local,Dotor,,Minutos jugados,73.0,2.0,22438-malaga-deportivo
2,local,Merino,,Minutos jugados,85.0,2.0,22438-malaga-deportivo
2,local,Lorenzo,,Minutos jugados,85.0,2.0,22438-malaga-deportivo
2,local,Chupete,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,local,Chupete,,Goles,1.0,4.0,22438-malaga-deportivo
2,local,Enríquez,,Minutos jugados,5.0,1.0,22438-malaga-deportivo
2,local,Larrubia,,Minutos jugados,34.0,1.0,22438-malaga-deportivo
2,local,Larrubia,,Tarjetas amarillas,1.0,-1.0,22438-malaga-deportivo
2,local,Rafa Rodríguez,,Minutos jugados,17.0,1.0,22438-malaga-deportivo
2,local,Lobete,,Minutos jugados,5.0,1.0,22438-malaga-deportivo
2,local,Haitam,,Minutos jugados,17.0,1.0,22438-malaga-deportivo
2,visitante,Leo Román,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,visitante,Ximo,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,visitante,Ximo,,Tarjetas amarillas,1.0,-1.0,22438-malaga-deportivo
2,visitante,Altimira,,Minutos jugados,62.0,2.0,22438-malaga-deportivo
2,visitante,Quagliata,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,visitante,Quagliata,,Tarjetas amarillas,1.0,-1.0,22438-malaga-deportivo
2,visitante,Loureiro,,Minutos jugados,74.0,2.0,22438-malaga-deportivo
2,visitante,Noubi,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,visitante,Mario,,Minutos jugados,85.0,2.0,22438-malaga-deportivo
2,visitante,Mario,,Tarjetas amarillas,1.0,-1.0,22438-malaga-deportivo
2,visitante,Luismi,,Minutos jugados,73.0,2.0,22438-malaga-deportivo
2,visitante,Amatucci,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,visitante,Asp Jensen,,Minutos jugados,62.0,2.0,22438-malaga-deportivo
2,visitante,Aubameyang,,Minutos jugados,90.0,2.0,22438-malaga-deportivo
2,visitante,Aubameyang,,Goles,1.0,4.0,22438-malaga-deportivo
2,visitante,Ede,,Minutos jugados,16.0,1.0,22438-malaga-deportivo
2,visitante,Villares,,Minutos jugados,28.0,1.0,22438-malaga-deportivo
2,visitante,Yeremay,,Minutos jugados,17.0,1.0,22438-malaga-deportivo
2,visitante,Mella,,Minutos jugados,28.0,1.0,22438-malaga-deportivo
2,visitante,Bil Nsongo,,Minutos jugados,5.0,1.0,22438-malaga-deportivo
2,visitante,Bil Nsongo,,Tarjetas amarillas,1.0,-1.0,22438-malaga-deportivo
2,local,Herrera,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,local,Herrera,,Goles en contra,0.0,4.0,22439-osasuna-levante
2,local,Herrera,,Tarjetas amarillas,1.0,-1.0,22439-osasuna-levante
2,local,Catena,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,local,Catena,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,local,Herrando,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,local,Herrando,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,local,Bretones,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,local,Bretones,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,local,Arguibide,,Minutos jugados,81.0,2.0,22439-osasuna-levante
2,local,Arguibide,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,local,Rubén G.,,Minutos jugados,72.0,2.0,22439-osasuna-levante
2,local,Rubén G.,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,local,Moi Gómez,,Minutos jugados,87.0,2.0,22439-osasuna-levante
2,local,Moi Gómez,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,local,Oroz,,Minutos jugados,72.0,2.0,22439-osasuna-levante
2,local,Oroz,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,local,Moncayola,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,local,Moncayola,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,local,Iker Muñoz,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,local,Iker Muñoz,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,local,Budimir,,Minutos jugados,80.0,2.0,22439-osasuna-levante
2,local,Budimir,,Goles en contra,0.0,1.0,22439-osasuna-levante
2,local,Torró,,Minutos jugados,9.0,1.0,22439-osasuna-levante
2,local,Kike Barja,,Minutos jugados,3.0,1.0,22439-osasuna-levante
2,local,Kike Barja,,Tarjetas amarillas,1.0,-1.0,22439-osasuna-levante
2,local,Raul Moro,,Minutos jugados,18.0,1.0,22439-osasuna-levante
2,local,Dubasin,,Minutos jugados,10.0,1.0,22439-osasuna-levante
2,local,Raúl García,,Minutos jugados,18.0,1.0,22439-osasuna-levante
2,visitante,Ryan,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,Ryan,,Goles en contra,0.0,4.0,22439-osasuna-levante
2,visitante,Mandi,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,Mandi,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,visitante,De la Fuente,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,De la Fuente,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,visitante,Manu Sánchez,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,Manu Sánchez,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,visitante,Nacho Pérez,,Minutos jugados,78.0,2.0,22439-osasuna-levante
2,visitante,Nacho Pérez,,Goles en contra,0.0,3.0,22439-osasuna-levante
2,visitante,Oriol Rey,,Minutos jugados,89.0,2.0,22439-osasuna-levante
2,visitante,Oriol Rey,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,visitante,Olasagasti,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,Olasagasti,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,visitante,Bardeli,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,Bardeli,,Goles en contra,0.0,2.0,22439-osasuna-levante
2,visitante,Iván Romero,,Minutos jugados,89.0,2.0,22439-osasuna-levante
2,visitante,Iván Romero,,Goles en contra,0.0,1.0,22439-osasuna-levante
2,visitante,Iván Romero,,Tarjetas amarillas,1.0,-1.0,22439-osasuna-levante
2,visitante,Brugui,,Minutos jugados,90.0,2.0,22439-osasuna-levante
2,visitante,Brugui,,Goles en contra,0.0,1.0,22439-osasuna-levante
2,visitante,Toljan,,Minutos jugados,12.0,1.0,22439-osasuna-levante
2,visitante,Víctor García,,Minutos jugados,12.0,1.0,22439-osasuna-levante
2,visitante,Sotelo,,Minutos jugados,1.0,1.0,22439-osasuna-levante
2,visitante,Etta Eyong,,Minutos jugados,1.0,1.0,22439-osasuna-levante
2,local,Batalla,,Minutos jugados,60.0,2.0,22440-rayo-alaves
2,local,Batalla,,Goles en contra,0.0,4.0,22440-rayo-alaves
2,local,Lejeune,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,Ratiu,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,Pelayo,,Minutos jugados,55.0,1.0,22440-rayo-alaves
2,local,Vertrouwd,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,Unai López,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,De Frutos,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,Isi,,Minutos jugados,17.0,1.0,22440-rayo-alaves
2,local,Pathé Ciss,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,Fran Pérez,,Minutos jugados,55.0,1.0,22440-rayo-alaves
2,local,Camello,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,local,Camello,,Goles,1.0,4.0,22440-rayo-alaves
2,local,Camello,,Tarjetas amarillas,1.0,-1.0,22440-rayo-alaves
2,local,Cárdenas,,Minutos jugados,30.0,1.0,22440-rayo-alaves
2,local,Álvaro García,,Minutos jugados,35.0,1.0,22440-rayo-alaves
2,local,Valentín,,Minutos jugados,35.0,1.0,22440-rayo-alaves
2,local,Nteka,,Minutos jugados,73.0,2.0,22440-rayo-alaves
2,visitante,Sivera,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,visitante,Jonny,,Minutos jugados,70.0,2.0,22440-rayo-alaves
2,visitante,Tenaglia,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,visitante,Tenaglia,,Tarjetas amarillas,1.0,-1.0,22440-rayo-alaves
2,visitante,Ángel Pérez,,Minutos jugados,80.0,2.0,22440-rayo-alaves
2,visitante,Koski,,Minutos jugados,80.0,2.0,22440-rayo-alaves
2,visitante,Blanco,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,visitante,Ibáñez,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,visitante,Rebbach,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,visitante,Mikel Rodriguez,,Minutos jugados,62.0,2.0,22440-rayo-alaves
2,visitante,Toni Martinez,,Minutos jugados,90.0,2.0,22440-rayo-alaves
2,visitante,Boyé,,Minutos jugados,62.0,2.0,22440-rayo-alaves
2,visitante,Youssef,,Minutos jugados,20.0,1.0,22440-rayo-alaves
2,visitante,Valentini,,Minutos jugados,10.0,1.0,22440-rayo-alaves
2,visitante,Valentini,,Tarjetas amarillas,1.0,-1.0,22440-rayo-alaves
2,visitante,Denis Suárez,,Minutos jugados,28.0,1.0,22440-rayo-alaves
2,visitante,Aleñá,,Minutos jugados,10.0,1.0,22440-rayo-alaves
2,visitante,Mariano,,Minutos jugados,28.0,1.0,22440-rayo-alaves
2,visitante,Mariano,,Goles,1.0,4.0,22440-rayo-alaves
2,local,Valles,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Valles,,Goles en contra,0.0,4.0,22441-betis-real-sociedad
2,local,Bartra,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Bartra,,Goles en contra,0.0,3.0,22441-betis-real-sociedad
2,local,Bellerín,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Bellerín,,Goles en contra,0.0,3.0,22441-betis-real-sociedad
2,local,Bellerín,,Tarjetas amarillas,1.0,-1.0,22441-betis-real-sociedad
2,local,Fran García,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Fran García,,Goles en contra,0.0,3.0,22441-betis-real-sociedad
2,local,Fran García,,Tarjetas amarillas,1.0,-1.0,22441-betis-real-sociedad
2,local,Natan,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Natan,,Goles en contra,0.0,3.0,22441-betis-real-sociedad
2,local,Natan,,Tarjetas amarillas,1.0,-1.0,22441-betis-real-sociedad
2,local,Fornals,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Fornals,,Goles en contra,0.0,2.0,22441-betis-real-sociedad
2,local,Marc Roca,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Marc Roca,,Goles en contra,0.0,2.0,22441-betis-real-sociedad
2,local,Riquelme,,Minutos jugados,73.0,2.0,22441-betis-real-sociedad
2,local,Riquelme,,Goles,1.0,5.0,22441-betis-real-sociedad
2,local,Riquelme,,Goles en contra,0.0,2.0,22441-betis-real-sociedad
2,local,Bernal,,Minutos jugados,58.0,1.0,22441-betis-real-sociedad
2,local,Cucho,,Minutos jugados,80.0,2.0,22441-betis-real-sociedad
2,local,Cucho,,Goles en contra,0.0,1.0,22441-betis-real-sociedad
2,local,Antony,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,local,Antony,,Goles en contra,0.0,1.0,22441-betis-real-sociedad
2,local,Isco,,Minutos jugados,32.0,1.0,22441-betis-real-sociedad
2,local,Deossa,,Minutos jugados,10.0,1.0,22441-betis-real-sociedad
2,visitante,Remiro,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,visitante,Zubeldia,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,visitante,Zubeldia,,Tarjetas amarillas,1.0,-1.0,22441-betis-real-sociedad
2,visitante,Sergio Gómez,,Minutos jugados,72.0,2.0,22441-betis-real-sociedad
2,visitante,Sergio Gómez,,Tarjetas amarillas,1.0,-1.0,22441-betis-real-sociedad
2,visitante,Aramburu,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,visitante,Aramburu,,Tarjetas amarillas,1.0,-1.0,22441-betis-real-sociedad
2,visitante,Carlos Soler,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,visitante,Barrenetxea,,Minutos jugados,58.0,1.0,22441-betis-real-sociedad
2,visitante,Herrera,,Minutos jugados,72.0,2.0,22441-betis-real-sociedad
2,visitante,Kubo,,Minutos jugados,58.0,1.0,22441-betis-real-sociedad
2,visitante,L. Sucic,,Minutos jugados,87.0,2.0,22441-betis-real-sociedad
2,visitante,Óskarsson,,Minutos jugados,90.0,2.0,22441-betis-real-sociedad
2,visitante,Aihen,,Minutos jugados,18.0,1.0,22441-betis-real-sociedad
2,visitante,Turrientes,,Minutos jugados,18.0,1.0,22441-betis-real-sociedad
2,visitante,Zakharyan,,Minutos jugados,3.0,1.0,22441-betis-real-sociedad
2,visitante,Oyarzabal,,Minutos jugados,32.0,1.0,22441-betis-real-sociedad
2,local,Dimitrievski,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,local,Dimitrievski,,Goles en contra,0.0,4.0,22442-valencia-celta
2,local,Dimitrievski,,Tarjetas amarillas,1.0,-1.0,22442-valencia-celta
2,local,Gayà,,Minutos jugados,69.0,2.0,22442-valencia-celta
2,local,Gayà,,Goles en contra,0.0,3.0,22442-valencia-celta
2,local,Jesús Vázquez,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,local,Jesús Vázquez,,Goles en contra,0.0,3.0,22442-valencia-celta
2,local,Tárrega,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,local,Tárrega,,Goles en contra,0.0,3.0,22442-valencia-celta
2,local,De Haas,,Minutos jugados,45.0,1.0,22442-valencia-celta
2,local,De Haas,,Tarjetas amarillas,1.0,-1.0,22442-valencia-celta
2,local,Pepelu,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,local,Pepelu,,Goles en contra,0.0,2.0,22442-valencia-celta
2,local,Guido,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,local,Guido,,Goles en contra,0.0,2.0,22442-valencia-celta
2,local,Javi Guerra,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,local,Javi Guerra,,Goles en contra,0.0,2.0,22442-valencia-celta
2,local,Ugrinic,,Minutos jugados,69.0,2.0,22442-valencia-celta
2,local,Ugrinic,,Goles en contra,0.0,2.0,22442-valencia-celta
2,local,Danjuma,,Minutos jugados,83.0,2.0,22442-valencia-celta
2,local,Danjuma,,Goles en contra,0.0,1.0,22442-valencia-celta
2,local,Maffeo,,Minutos jugados,21.0,1.0,22442-valencia-celta
2,local,Diakhaby,,Minutos jugados,45.0,1.0,22442-valencia-celta
2,local,Dieng,,Minutos jugados,21.0,1.0,22442-valencia-celta
2,local,Duro,,Minutos jugados,7.0,1.0,22442-valencia-celta
2,local,Sadiq,,Minutos jugados,33.0,1.0,22442-valencia-celta
2,visitante,Radu,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,visitante,Radu,,Goles en contra,0.0,4.0,22442-valencia-celta
2,visitante,Radu,,Tarjetas amarillas,1.0,-1.0,22442-valencia-celta
2,visitante,M. Alonso,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,visitante,M. Alonso,,Goles en contra,0.0,3.0,22442-valencia-celta
2,visitante,Galán,,Minutos jugados,64.0,2.0,22442-valencia-celta
2,visitante,Galán,,Goles en contra,0.0,3.0,22442-valencia-celta
2,visitante,Carreira,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,visitante,Carreira,,Goles en contra,0.0,3.0,22442-valencia-celta
2,visitante,Carreira,,Tarjetas amarillas,1.0,-1.0,22442-valencia-celta
2,visitante,Javi Rodríguez,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,visitante,Javi Rodríguez,,Goles en contra,0.0,3.0,22442-valencia-celta
2,visitante,Febas,,Minutos jugados,77.0,2.0,22442-valencia-celta
2,visitante,Febas,,Goles en contra,0.0,2.0,22442-valencia-celta
2,visitante,Hugo Álvarez,,Minutos jugados,57.0,1.0,22442-valencia-celta
2,visitante,Román,,Minutos jugados,90.0,2.0,22442-valencia-celta
2,visitante,Román,,Goles en contra,0.0,2.0,22442-valencia-celta
2,visitante,Jutglà,,Minutos jugados,64.0,2.0,22442-valencia-celta
2,visitante,Jutglà,,Goles en contra,0.0,1.0,22442-valencia-celta
2,visitante,Rueda,,Minutos jugados,26.0,1.0,22442-valencia-celta
2,visitante,Rueda,,Tarjetas amarillas,1.0,-1.0,22442-valencia-celta
2,visitante,Moriba,,Minutos jugados,13.0,1.0,22442-valencia-celta
2,visitante,Swedberg,,Minutos jugados,33.0,1.0,22442-valencia-celta
2,visitante,Aspas,,Minutos jugados,26.0,1.0,22442-valencia-celta
2,visitante,Durán,,Minutos jugados,26.0,1.0,22442-valencia-celta
3,local,Radu,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,local,Radu,,Goles en contra,2.0,-2.0,22443-celta-athletic
3,local,Carreira,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,local,Carreira,,Goles en contra,2.0,-2.0,22443-celta-athletic
3,local,Starfelt,,Minutos jugados,90.0,2.0,22443-celta-athletic
